Date,Adjusted Returns
21/6/2018,-0.002911612
22/6/2018,-0.014871317
25/6/2018,0.01240586
26/6/2018,-0.001463851
27/6/2018,0.007276236
28/6/2018,-0.00210244
29/6/2018,0.011182585
2/7/2018,-0.017416308
3/7/2018,0.008046975
5/7/2018,0.013861909
6/7/2018,0.013885166
9/7/2018,-0.001206819
10/7/2018,-0.01297611
11/7/2018,0.016766012
12/7/2018,0.001570435
13/7/2018,-0.00219521
16/7/2018,0.002828657
17/7/2018,-0.005484542
18/7/2018,0.007773194
19/7/2018,-0.002293143
20/7/2018,0.000887922
23/7/2018,0.007254464
24/7/2018,0.009430044
25/7/2018,-0.003131055
26/7/2018,-0.016631526
27/7/2018,-0.005602672
30/7/2018,0.002000844
31/7/2018,0.058910146
1/8/2018,0.02923082
2/8/2018,0.002893023
3/8/2018,0.005192583
6/8/2018,-0.009374878
7/8/2018,0.000675931
8/8/2018,0.007864975
9/8/2018,-0.002978662
10/8/2018,0.006456906
13/8/2018,0.004213208
14/8/2018,0.002336106
15/8/2018,0.014649947
16/8/2018,0.019969941
17/8/2018,-0.009743534
20/8/2018,-0.001949282
21/8/2018,4.64E-05
22/8/2018,0.002046103
23/8/2018,0.003109161
24/8/2018,0.00823464
27/8/2018,0.00807559
28/8/2018,0.014929476
29/8/2018,0.009193615
30/8/2018,0.011554128
31/8/2018,0.003206872
4/9/2018,-0.006524796
5/9/2018,-0.016617397
6/9/2018,-0.008068088
7/9/2018,-0.013420702
10/9/2018,0.025282806
11/9/2018,-0.012418981
12/9/2018,0.024155176
13/9/2018,-0.011351155
14/9/2018,-0.026626067
17/9/2018,0.001652235
18/9/2018,0.000595717
19/9/2018,0.00760168
20/9/2018,-0.01077119
21/9/2018,0.014380109
24/9/2018,0.006340963
25/9/2018,-0.007966212
26/9/2018,0.02055172
27/9/2018,0.003511959
28/9/2018,0.006733395
1/10/2018,0.00888849
2/10/2018,0.012168489
3/10/2018,-0.017580872
4/10/2018,-0.01622884
5/10/2018,-0.002318397
8/10/2018,0.01385349
9/10/2018,-0.046326065
10/10/2018,-0.008827856
11/10/2018,0.035719283
12/10/2018,-0.021385878
15/10/2018,0.022037169
16/10/2018,-0.004321294
17/10/2018,-0.023373614
18/10/2018,0.015230039
19/10/2018,0.006110011
22/10/2018,0.009426702
23/10/2018,-0.034301595
24/10/2018,0.021897834
25/10/2018,-0.015923486
26/10/2018,-0.018770236
29/10/2018,0.004994306
30/10/2018,0.026066535
31/10/2018,0.015352354
1/11/2018,-0.066330748
2/11/2018,-0.028388222
5/11/2018,0.010814036
6/11/2018,0.030328238
7/11/2018,-0.003489059
8/11/2018,-0.019281554
9/11/2018,-0.050374087
12/11/2018,-0.009991308
13/11/2018,-0.028247295
14/11/2018,0.024678742
15/11/2018,0.011075677
16/11/2018,-0.039632061
19/11/2018,-0.047778026
20/11/2018,-0.001129975
21/11/2018,-0.025398798
23/11/2018,0.013523666
26/11/2018,-0.002176133
27/11/2018,0.038452722
28/11/2018,-0.007682097
29/11/2018,-0.005402432
30/11/2018,0.034942401
3/12/2018,-0.043988822
4/12/2018,-0.011149345
6/12/2018,-0.035657127
7/12/2018,0.006587977
10/12/2018,-0.005719373
11/12/2018,0.002787194
12/12/2018,0.010940207
13/12/2018,-0.031997602
14/12/2018,-0.009306267
17/12/2018,0.012992523
18/12/2018,-0.031191665
19/12/2018,-0.025234674
20/12/2018,-0.038895589
21/12/2018,-0.025874122
24/12/2018,0.070421593
26/12/2018,-0.006489802
27/12/2018,0.000512284
28/12/2018,0.009665363
31/12/2018,0.001141018
2/1/2019,-0.0996073
3/1/2019,0.042689232
4/1/2019,-0.002225825
7/1/2019,0.019063138
8/1/2019,0.01698178
9/1/2019,0.003196153
10/1/2019,-0.009817974
11/1/2019,-0.015037172
14/1/2019,0.020466791
15/1/2019,0.012216652
16/1/2019,0.00593775
17/1/2019,0.006159417
18/1/2019,-0.022446179
22/1/2019,0.004044298
23/1/2019,-0.007926086
24/1/2019,0.033136835
25/1/2019,-0.009254518
28/1/2019,-0.010364743
29/1/2019,0.068334605
30/1/2019,0.007201219
31/1/2019,0.000480704
1/2/2019,0.028404954
4/2/2019,0.017109405
5/2/2019,0.000344532
6/2/2019,-0.018939389
7/2/2019,0.001175026
8/2/2019,-0.005750845
11/2/2019,0.008617175
12/2/2019,-0.004154806
13/2/2019,0.003643251
14/2/2019,-0.002224811
15/2/2019,0.002992503
19/2/2019,0.006435471
20/2/2019,-0.005638546
21/2/2019,0.011165715
22/2/2019,0.007284445
25/2/2019,0.000574004
26/2/2019,0.003097513
27/2/2019,-0.009835926
28/2/2019,0.01051121
1/3/2019,0.005029484
4/3/2019,-0.001819816
5/3/2019,-0.00575396
6/3/2019,-0.011574617
7/3/2019,0.00237684
8/3/2019,0.034642233
11/3/2019,0.011235326
12/3/2019,0.004422116
13/3/2019,0.011116543
14/3/2019,0.013008288
15/3/2019,0.010208488
18/3/2019,-0.007924763
19/3/2019,0.008738633
20/3/2019,0.036830254
21/3/2019,-0.020708332
22/3/2019,-0.012091042
25/3/2019,-0.010331761
26/3/2019,0.008994132
27/3/2019,0.001326461
28/3/2019,0.006517584
29/3/2019,0.006791254
1/4/2019,0.014536696
2/4/2019,0.006855001
3/4/2019,0.001740488
4/4/2019,0.006694197
5/4/2019,0.015736098
8/4/2019,-0.002998519
9/4/2019,0.005613977
10/4/2019,-0.008324173
11/4/2019,-0.000402131
12/4/2019,0.001810273
15/4/2019,0.000100405
16/4/2019,0.019473011
17/4/2019,0.003593775
18/4/2019,0.003286521
22/4/2019,0.014423272
23/4/2019,-0.001542243
24/4/2019,-0.009075106
25/4/2019,-0.004773974
26/4/2019,0.001517358
29/4/2019,-0.019256125
30/4/2019,0.049085546
1/5/2019,-0.006507703
2/5/2019,0.012431275
3/5/2019,-0.015442765
6/5/2019,-0.026956996
7/5/2019,0.000197153
8/5/2019,-0.010744179
9/5/2019,-0.013853484
10/5/2019,-0.058119446
13/5/2019,0.015830298
14/5/2019,0.01197919
15/5/2019,-0.004399728
16/5/2019,-0.005681829
17/5/2019,-0.031269862
20/5/2019,0.019170955
21/5/2019,-0.020471634
22/5/2019,-0.017069674
23/5/2019,-0.003840604
24/5/2019,-0.004134799
28/5/2019,-0.004769068
29/5/2019,0.005186594
30/5/2019,-0.018115513
31/5/2019,-0.010110264
3/6/2019,0.036583935
4/6/2019,0.016143365
5/6/2019,0.014681758
6/6/2019,0.026616958
7/6/2019,0.012779427
10/6/2019,0.011579582
11/6/2019,-0.003182568
12/6/2019,0.003398754
13/6/2019,0.003
